l2_regularization,learning_rate,max_bins,max_depth,max_iter,max_leaf_nodes,min_samples_leaf,monotonic_cst,rmse,mae,r2
0.0,0.1,255,3,100,31,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3368113460042207,0.2588651846346428,0.7990248522240032
