l2_regularization,learning_rate,max_bins,max_depth,max_iter,max_leaf_nodes,min_samples_leaf,monotonic_cst,rmse,mae,r2
0.0,0.1,255,3,100,31,1,"[1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.40411883732952897,0.31187960242971774,0.6939713296789028
