l2_regularization,learning_rate,max_bins,max_depth,max_iter,max_leaf_nodes,min_samples_leaf,monotonic_cst,rmse,mae,r2
0.0,0.1,255,3,100,31,1,"[1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.4738614452959621,0.36242701284964934,0.568398176097041
