cluster,row_count,row_count_proportion,IRON_FEED_PERC_mean_historical_actuals,SILICA_FEED_PERC_mean_historical_actuals,STARCH_FLOW_mean_historical_actuals,AMINA_FLOW_mean_historical_actuals,ORE_PULP_FLOW_mean_historical_actuals,ORE_PULP_PH_mean_historical_actuals,ORE_PULP_DENSITY_mean_historical_actuals,FLOTATION_COLUMN_01_AIR_FLOW_mean_historical_actuals,FLOTATION_COLUMN_02_AIR_FLOW_mean_historical_actuals,FLOTATION_COLUMN_03_AIR_FLOW_mean_historical_actuals,FLOTATION_COLUMN_04_AIR_FLOW_mean_historical_actuals,FLOTATION_COLUMN_05_AIR_FLOW_mean_historical_actuals,FLOTATION_COLUMN_06_AIR_FLOW_mean_historical_actuals,FLOTATION_COLUMN_07_AIR_FLOW_mean_historical_actuals,FLOTATION_COLUMN_01_LEVEL_mean_historical_actuals,FLOTATION_COLUMN_02_LEVEL_mean_historical_actuals,FLOTATION_COLUMN_03_LEVEL_mean_historical_actuals,FLOTATION_COLUMN_04_LEVEL_mean_historical_actuals,FLOTATION_COLUMN_05_LEVEL_mean_historical_actuals,FLOTATION_COLUMN_06_LEVEL_mean_historical_actuals,FLOTATION_COLUMN_07_LEVEL_mean_historical_actuals,IRON_CONCENTRATE_PERC_mean_historical_actuals,SILICA_CONCENTRATE_PERC_mean_historical_actuals
47,38,0.009329732383992144,56.740932017543855,13.448092105263159,2747.016720096711,504.8226439360992,399.1672784282931,9.729802561393493,1.6653284712841405,297.84620450025375,283.63084628316835,298.6434720864892,300.0224279786768,299.4647594114823,318.49414247237365,314.8083700774651,460.38082719832613,484.2733357639775,469.83067297273374,393.74404838543074,400.47151895377345,392.2430772440706,396.0119809192252,64.7315531596995,2.588089051775262
48,14,0.003437269825681316,55.332053571428574,14.82610119047619,1984.690987126765,370.7756582922106,400.3566830416084,9.662803418471034,1.632023721873827,257.10723705019046,251.8875435713844,258.02256499668397,299.71940873613676,299.97731265710087,268.4443986754429,272.83606082875474,610.6187380515779,516.1053999157888,631.7574803946424,507.5486127028342,493.07788677695527,469.3003677239502,492.4845079280348,65.26151785714286,1.893139880952381
49,9,0.00220967345936656,52.35791666666667,19.617361111111112,1693.8451286813563,518.800606967856,400.1807467627669,9.645910517746914,1.7023713840472015,266.4314444795043,265.84710727174615,266.23804158950617,299.5155908324045,300.2559672316201,266.4187397944391,266.4934322016461,583.7251254849306,553.9137461936721,595.9353275985809,427.36947806520305,440.793827466209,425.0899979916186,432.3043774634924,65.12441680151024,2.2833055482098534
50,45,0.011048367296832801,56.127138888888894,14.666435185185183,1954.3813116975905,551.2899241225043,400.3963116952749,9.672490043899979,1.7180701361732376,251.860118203597,253.30310431687732,252.4489805607226,299.790950954689,300.4217043741356,276.8679974176955,276.5907834259259,595.4174982757132,588.4495793615829,591.2764204893653,390.5051311239253,393.76024647890944,396.4727394958848,395.4115145473251,64.6736429390909,2.9291618795305796
51,23,0.0056469432850478765,54.77728260869566,16.36958333333333,2938.1217692278283,532.1760666428482,397.72887618321226,9.669923574626626,1.7078334034942202,291.64395170916976,289.61758615887135,291.3614760691039,299.7121914514111,299.69598211868066,316.5887452999195,304.0162512691224,499.03386235453405,474.99567083802236,454.4326144526003,406.00943726658,407.0932211170817,411.33847950380897,386.55886018616167,64.53106160585887,2.510792580656266
52,19,0.004664866191996072,60.9084649122807,10.158026315789474,3149.3112258720853,406.14160173463955,400.20236728395065,9.916631621710525,1.6514723376585245,286.7979234100877,283.45859387183236,286.8072493603801,299.9785011446576,300.0638940377253,305.8966502741228,303.19804478557506,508.0790067337783,503.64596541845054,477.10160005074863,420.9901017782839,421.2799916788499,416.10774539473687,413.8496524853801,65.65047612886333,1.4347075093158577
53,50,0.012275963663147557,57.89115833333333,13.011033333333332,3708.396581029486,541.3310515963703,399.9527707435462,10.035891592364365,1.6891147733631113,286.4192301843644,287.4887021706229,287.78413908531405,299.87244726371193,299.9173359208196,292.1555376550926,290.68193033333336,471.40210272845763,473.281509701209,469.3025652838334,449.73433707130965,448.2223678262766,445.17023240131834,440.9626335512675,65.26867993527509,2.1861321511606997
54,44,0.01080284802356985,55.62039772727273,15.410549242424242,1884.60172069685,537.4161058289675,400.7851414569927,9.618457788983585,1.719147701880159,269.7537142244547,270.74915620103934,270.23258913443067,299.8991981195824,300.31321031286313,280.81447421611955,280.7041421138468,546.7354739793772,547.3378601031364,578.065858609413,375.3244041379956,379.707366257836,382.1460897832492,379.700274221606,64.53988919155675,2.9707929202683676
55,32,0.007856616744414437,57.0798046875,13.055455729166667,2180.3266785695446,542.1297747546525,399.93541958624087,9.618438066731771,1.7331480709240017,239.16107795838448,238.85014231588704,239.79660849522958,299.57498698336997,300.1458905974605,255.02222340856483,256.18779819516783,669.4457602113051,664.2587123076094,661.3375680280764,414.7722820699415,423.5658305521899,432.2633778551167,424.3326612788521,64.76555571640206,3.0594458777411595
56,54,0.013258040756199362,56.57483796296296,14.10804012345679,2940.5872103839392,494.5918222327798,398.6353680730587,9.657760128774306,1.677471263629232,289.31312132630313,294.9366472736626,296.1227912251372,299.91622513289155,299.8682892136433,300.86007088048694,298.34133597893805,468.08965604357957,481.03822937957244,486.28310034683574,402.6493931838962,413.6501836248285,431.9861137238512,429.0291716778121,64.90519133178407,2.2418010102424417
57,17,0.004173827645470169,56.03762254901961,13.866691176470587,1199.193042818658,358.70528018654585,400.4247853763303,9.2873309208878,1.5994731628385144,249.05831612200447,248.07770964052295,252.80637657271248,299.3886411770076,300.3577265192624,248.70599385893257,251.9568954020404,727.4878492497076,702.5944442633005,760.3558569952197,494.83550862471117,551.4395386165578,457.95096013216227,513.0349283441001,65.32177777626762,1.8849744255373095
58,25,0.006137981831573778,62.2913,7.608300000000001,3040.760449775828,400.398066101001,399.19763354290336,9.725641889999999,1.655919398601202,295.94326911574075,279.9519556064815,295.944484125,299.9121885248429,299.9428521738683,300.8821889675926,300.85077125925926,554.2047502177205,556.4206869627795,548.8007437079278,479.4788597579898,472.6191454129189,470.40757053703703,458.68020002314813,66.00466666666667,1.4665333333333335
59,89,0.021851215320402653,57.179199438202254,13.626128277153558,3029.057898396089,483.16762286126055,399.7224295649311,9.831697139113315,1.6717453908566886,290.7540314840824,291.3468609498544,294.5135873361423,299.9481200681828,299.85719046383275,300.52572655274656,305.38646489674363,494.48144773442175,492.12926731694847,508.48096146327657,412.1308805593429,425.01261675576933,421.4458432139313,413.29320692813786,64.95809457810834,2.241791533590312
60,60,0.014731156395777068,58.941298611111115,11.892854166666666,3200.623477268108,516.0951689598792,399.4759782817217,9.834322195987655,1.671576746959361,288.39028304316184,289.9357649255505,289.9561537899999,299.89862325099074,299.83682358117017,303.9828681462192,301.8915410159465,469.7758769143509,482.1403565178665,496.40015208592007,412.5435098971701,413.1358823756622,425.4396869707367,421.9218417805922,64.79118319466183,2.49919753046704
61,45,0.011048367296832801,56.78151851851851,13.80387037037037,2131.975489264794,468.95239396407044,400.0170797832615,9.69537785146605,1.6651797502088133,274.16522160914684,262.82825650166666,276.0814582326529,299.9437582069839,299.65382313705385,292.8948084276002,293.88084486699955,581.9247073875582,582.9254390026429,594.1889115019931,426.78491992915053,437.6668776735686,435.80856385270204,425.0502789884133,65.0917707583856,2.542110584335979
62,15,0.003682789098944267,48.924,26.762749999999997,1278.0072141171472,458.0113874655431,401.03539792859226,9.827446077469137,1.605038546388159,299.0732804320988,296.42239401234565,297.9888884027778,299.9711201774691,299.8704308150954,298.71616330246917,299.1843959953704,592.9034992876611,565.275910548103,656.6995692232941,361.6958334001312,455.37243151154763,496.65081531720045,413.6279376157409,66.21638888888889,1.6176666666666668
63,56,0.013749079302725264,55.133363095238096,16.436450892857142,3385.285735766721,510.1309109294169,399.82993151944044,9.86081990370757,1.6866540463160102,281.3263664499681,282.2816120194067,282.1225883941234,299.88130299680364,299.9080565717959,297.6087771880595,295.71548211165356,462.56427770893686,461.78717773827896,466.846018186226,417.3212164646321,418.0417205073918,430.82189573493827,417.6248134567071,64.99141551962767,2.3711597852584445
64,35,0.00859317456420329,55.51142857142857,15.843083333333334,3936.7822036656403,539.4967472261786,399.3260101953988,9.908773696891535,1.700669055937969,279.436160353836,277.91782947145066,279.4738978174603,299.7988995099039,299.82950429781386,304.0618444378307,295.83874617394184,478.00709800593876,511.78990846600936,480.69471449185346,416.4134149885341,416.1725878915552,431.4498407010399,404.1469858257047,64.92043452380953,2.4116084631634536
65,48,0.011784925116621655,56.14146701388889,14.775147569444444,3456.7523831270714,508.554248133227,399.7135418227069,9.903382860076343,1.6964469163595666,276.6936248688925,276.3194514657929,276.9172407249729,299.7915026829938,299.9815164417174,289.8254762427018,286.84994178448346,476.03570454043006,467.6994995307537,479.940325527283,426.6831417496817,426.10717422433896,440.43973490160414,428.5068321747569,65.30420605378579,2.1883049712411506
66,29,0.007120058924625583,57.60484195402299,12.401278735632184,2335.846302238769,501.4879627045085,399.4805385595331,9.787004494931354,1.6540374030069174,286.0671361400474,265.9368565926754,288.18963214584005,300.0264273087681,299.3502118522339,300.72650373563215,303.5256877155172,545.4282622524418,537.873867820169,556.8228108550717,404.6976783167645,433.8548633525089,423.3888907332973,414.79724329963835,64.8724353448276,2.5709927803275847
67,47,0.011539405843358703,57.56535460992908,12.852907801418441,2739.5326159896877,435.58884996457437,399.02777117839884,9.696239430726044,1.6441659989619901,288.93948541875244,283.0747065764053,289.34594051556314,299.9076660363225,299.8127762392076,291.6232121821469,295.79410893552756,513.5705943135046,516.3932652892247,537.1653098030692,450.90517485073184,456.2299287203666,451.86563189176957,455.1257819280587,65.2677423208863,2.018834353848644
68,44,0.01080284802356985,54.131486742424244,17.418570075757575,3467.36014453777,457.9133982777292,399.38216901646825,9.959668638994108,1.6972943717397984,289.094976612479,287.2139609480219,287.67241310500845,299.92679595669904,300.05220522128417,299.38075776252106,297.7777310395623,499.7480671828165,489.80889649596554,496.9547527202505,442.22986223695284,435.91315478745787,429.84868603745787,421.1959837568392,65.47423295454546,1.7206912878787881
69,24,0.0058924625583108275,54.02835069444445,16.774270833333333,1573.4448565219861,425.4403726491912,400.1460959486048,9.511908134789737,1.6211941236443586,266.1026564271754,267.0696770054644,268.870925866858,299.8212096397675,299.84549091719464,276.98439395568164,280.38932803816635,635.1410518503652,650.2688636177157,678.5876326655825,439.18183219709795,494.20763450105034,515.7491272840763,453.70802963861075,64.83179491254431,2.1805199066199443
70,57,0.013994598575988216,57.8325365497076,12.58889619883041,3659.617367427773,503.3764422580462,399.816850147304,10.021001228710796,1.68511562377156,267.45838335702024,267.46032648749923,267.1896693314251,299.86605005294774,299.89064548886637,286.5551798915692,286.64114633081545,451.93006750980976,449.72083233226056,453.3054537305395,416.41235770837267,416.6546523683379,407.51154547219124,407.99002703135216,65.3195168242286,2.1096580090358468
71,16,0.003928308372207218,52.802447916666665,19.25348958333333,1476.1576796117267,354.0111496427173,401.60258669534255,9.24534262504159,1.5687746748079687,240.6594994082786,243.93371586896978,245.7420889834374,299.84405322274654,299.9366510814699,267.12210744237433,279.5174423353309,575.8877441739193,575.1315754979724,628.9010988246835,502.69513874115137,447.88272556088907,535.7411358077967,398.4554793852885,64.06348958333334,3.635104166666667
72,23,0.0056469432850478765,61.53601449275362,8.779166666666667,2416.7321659239196,391.0877733433186,400.4454347162747,9.85909971163595,1.6267757490930768,292.89307871753624,286.34386221594787,293.44073048204956,299.9200032732705,299.9058143985707,294.6780259841238,298.1321584130836,602.486435019169,561.6151306521908,636.4806411868938,483.05330476013796,488.2935233187355,487.24164796120425,480.87076042763283,65.72916666666667,1.640407608695652
73,27,0.006629020378099681,55.91922839506173,14.293533950617283,1884.7522202109233,432.56111158519775,399.8508715205411,9.504069097284487,1.6487282990588747,244.0153534624885,244.0862159867198,245.3060285637643,299.6994291499122,300.48259247367025,255.1271858829584,255.9681814291551,655.3823399651751,673.4526694676083,655.4677889194157,424.08743790336985,448.57977330710895,459.20387497916863,418.4552226023785,65.04678374750354,2.415741003807487
74,12,0.0029462312791554137,59.45868055555556,11.551111111111112,3235.0367232449703,386.84140063396444,400.01985136742314,10.064526413001543,1.6419605740498862,292.7191726080247,289.0835542341821,292.6872282214506,299.975570303118,300.05834892716814,304.70157158564814,301.87122876157406,575.6441373070987,571.3685677597737,582.437261435915,479.0940301845044,478.6966241512346,447.0619445023148,446.31391103395055,66.06673611111111,1.3274652777777778
75,43,0.0105573287503069,54.472306201550396,16.910552325581396,1944.6906178241093,512.2500137815588,400.00924974235977,9.587257943529284,1.7271809589821636,251.87814568571878,252.21288452234572,252.18495057692184,299.4590451432598,299.75358740855836,259.04780509797587,259.10270256782945,656.7870681448549,654.0189873546511,666.3296678443257,412.34086384175293,426.5251993620801,441.05908738425927,438.0440671724901,64.57444812328501,2.7989223608398226
76,16,0.003928308372207218,52.21825520833333,20.605052083333334,4192.238228242875,596.1304326099538,399.980893359373,9.59606562726492,1.7018495882523148,299.93399451678243,299.9738142361111,299.92811323784724,299.86485996315787,299.8735031523196,306.0905858072917,301.100064879919,453.08176963958374,433.1674345003858,438.32463421585646,396.5393138744213,395.6811238455654,437.0854750940394,397.2922442708333,65.03790364583332,2.4530969384810764
77,74,0.018168426221458384,57.692708333333336,13.335698198198198,3273.3947524983714,487.94105146897385,399.71009493580664,9.845079419802742,1.6806495360632532,277.1848757537463,278.38463572605184,278.43162966970925,299.9132420238094,299.77184614428097,299.93008273963454,300.2891414589666,476.98958857300346,474.3361284569267,506.34342309589624,401.176686383966,395.2420991158016,409.48088087417784,402.3126573560303,64.797973080601,2.614272501829623
78,36,0.00883869383746624,56.16288194444444,15.069444444444445,3787.1162831106462,549.2108053237434,399.7987282009803,9.962099754147378,1.6948260655345229,285.40703455504115,283.5719838734569,285.4162092496142,299.863679849067,299.8701903614999,291.73055824009776,288.62765054033775,486.67988094457684,487.85261856269346,483.2027537406375,447.12966989248935,446.68024734050925,447.88469387138264,436.8313232905873,65.28983217592594,2.1839583333333334
79,65,0.015958752762091823,56.62562820512821,14.679544871794873,2996.423016154702,519.5716991544003,398.46722662156395,9.741580360349337,1.6826764704894157,294.82766847044155,291.56743353835606,295.34887587751217,299.88039227397553,299.88132265250874,304.2823265420228,299.79517720708685,457.55684582578374,462.7988953651029,483.75839504410766,390.9833664723978,392.4881000006247,405.6238044671216,399.705625293766,64.68694784158495,2.5380000818669304
80,38,0.009329732383992144,56.382236842105264,14.506436403508772,2832.486263447999,524.7830242777585,398.07029401139334,9.559389690658541,1.6922475103946102,295.7821456939987,297.6155113952639,298.68249993847013,299.8178378003674,299.7316374904649,320.28416747380606,306.42343229075294,491.28111233002846,482.9260668730935,476.1008967756261,402.73151049881693,409.50776355922653,425.57853594957334,398.0628232617766,64.31152708465197,2.781077740357112
81,41,0.010066290203780998,54.77169715447155,15.73533536585366,1719.9752218619471,443.88133473028,399.7692605872829,9.474388971783384,1.658681809898987,239.12777727177783,239.61200772499694,241.0604763980446,299.5729580801689,299.6490260790395,260.83926891655375,263.1078111433841,660.0730001856474,666.0679801974285,673.669135892243,419.7560192827509,430.9069057783452,461.71533762515446,417.8816518160145,64.78030122542934,2.314094516564685
82,10,0.0024551927326295114,58.087374999999994,12.535625,2223.6039727655993,371.99389069388195,400.5061502915064,9.711330781255077,1.6089886431196436,277.33837459484886,263.55163132437053,278.4189419175401,299.9255710543777,299.7957567146164,285.76253950724515,292.61816299082693,587.9868410422508,504.93119447050077,622.0843553721667,473.9380840806358,465.2413409919612,472.44910622707386,456.83279466832073,64.71541666666667,2.3862083333333333
83,47,0.011539405843358703,58.708590425531916,12.117765957446808,3012.2809717043106,439.0978221644644,399.9236992777249,9.71744928799015,1.6576364266528998,287.0320210032506,275.7448074812845,287.02691222172973,299.9355629199874,299.80633658194995,301.9033632781718,303.1031567326635,499.8532400590668,499.38222326245136,500.8008437600277,428.1812526976622,431.56630573291733,432.629090909673,424.1564992349245,65.39965868794326,1.8434929078014184
84,39,0.009575251657255094,60.444455128205135,9.499049145299145,2969.2219894307036,418.9754325535359,398.83147225099555,9.643452623474188,1.6578860211334348,292.7304060630342,290.77720544871795,294.2412161948006,299.92066562145436,299.9321511146341,298.3712512019231,300.06089475902183,539.1978200083096,538.0097111186495,551.2649435070382,470.6458377389463,470.4753633659781,480.9185478751187,468.3237660874563,65.67498802886095,1.7009013720197919
85,66,0.016204272035354777,57.094526515151514,13.270625,3103.014733151135,539.0538960622054,398.7431373616986,9.70087623919753,1.6799768421990995,298.5573423488356,283.03626575652356,297.93858204966335,299.8269151040467,299.7380053963147,313.95656863776657,303.57211611128645,434.42211500070147,472.3551748537099,464.55430112168983,379.1136846348177,382.3279749154156,385.71306184413584,381.47666728445165,64.93963871404506,2.4287774961304684
86,47,0.011539405843358703,58.68469858156028,11.696436170212765,2616.3456832894954,469.53392105774657,399.64825009743817,9.732164129454958,1.650767063757905,295.9454544572498,275.07906888297873,296.0332514701537,299.97776863539764,299.5774248947587,300.2243923783491,299.25680310776204,483.9219918662115,520.1534154243201,498.971796611601,426.64010987050347,429.796823057744,436.9884970034653,432.218079551277,65.0757595382593,2.0799781130920616
87,47,0.011539405843358703,54.9954255319149,16.746994680851063,3202.9193710026775,445.6240177170512,400.1176361469465,9.852092879865705,1.6789349881173135,278.0160431661625,279.10079599516564,279.1450614447861,299.9360689641381,299.5519004431348,284.96812737391645,285.54074010786053,502.7443982892011,495.2447892805047,528.8114493766806,403.77938235078096,401.62234559003963,405.804174926876,400.70011583939333,65.23059942302594,1.908974675468828
88,42,0.010311809477043948,55.136626984126984,16.325962301587303,3305.0426768752814,412.1613430849112,400.291297010411,10.028026613921957,1.6645558644312328,287.17207275407844,283.7875649856702,287.1850740602954,299.9714810799009,300.0714394975999,309.52166944720017,307.197614092813,544.4186901133867,539.5975493532103,548.3230794679223,470.86365125661376,470.57375482044034,440.52692453152554,444.8482552469136,65.61713293650794,1.5038789682539684
89,39,0.009575251657255094,56.091463675213674,15.563931623931625,2894.5345163207894,464.8926284054993,400.3123844434575,9.802358821979281,1.6671156929976856,290.97499090693253,289.26250333186607,292.25596975308645,300.0062647200646,299.4139621675867,293.5470529203234,294.8459009229582,513.8219818580706,492.0087590946417,526.6424936738908,423.0469759266129,423.41936840413183,426.30896486968834,421.7756406689479,65.23884921259108,1.9718323713966834
90,20,0.004910385465259023,53.68477083333333,18.222020833333335,4103.887611241865,496.34008680913803,400.0720635667001,10.13319658900463,1.7092551498388253,273.88529246527776,258.91634821180554,273.93166428240744,299.80706425768756,300.2612412662846,284.0992699768519,269.9081857349537,529.3417206655092,555.181210791046,538.1137365740741,465.3592893835104,470.1010306423611,470.8076009490741,469.22751425925924,65.69248958333333,1.9488541666666666
91,47,0.011539405843358703,54.055248226950354,17.541976950354613,1878.9766722985105,492.02747827870996,399.64842350202093,9.5946090651842,1.6983583636410176,255.39657629038615,255.57474287332545,255.8198401644996,299.5363924656668,300.12552469033005,255.9184093257486,256.44144085648145,642.9504753756064,658.0259699771975,667.8303900458873,396.7305808806487,407.7842611135193,430.26886238240013,411.06696162265405,64.66483975106186,2.8116959166095556
92,35,0.00859317456420329,52.82834523809524,18.27316666666667,3218.3334384303967,576.3271575099207,400.5040215954619,9.830294326256613,1.7017968323167976,299.92179327050263,292.45866818452384,299.6404455522487,299.9098727056693,299.9119186658465,301.3730508531746,300.6717706679894,416.16437810671954,426.02205897156085,428.32610981474403,425.219774864418,425.6697519973545,411.7436223776455,424.3714482169405,64.82876236708273,2.66497226074896
93,38,0.009329732383992144,59.85106359649124,10.175043859649124,2915.520590003756,406.82448391133363,398.4699381131036,9.592024048617818,1.6603292885543426,294.26842073282165,293.249504830653,294.3855593689084,299.9241371392239,299.93996816884,298.266774570541,301.00243299829435,530.0502131684962,537.3730625034364,535.0716408092787,471.698114379521,457.8875386592818,473.96860520528753,454.4244879766691,65.74474780701753,1.5646929824561404
94,64,0.015713233488828873,55.97261067708333,14.600397135416667,2018.8609826380018,540.0106448047412,399.93186373587633,9.630738370478877,1.7254077160558594,256.90371461675346,257.4034966791997,257.16073143215937,299.67182994215733,300.04307131799214,272.9551548213252,272.9179280345775,602.2950595040126,593.8437170521468,611.1268556883928,384.0460939404082,402.09395555555557,411.8684718904194,411.08214700403715,64.40955141896974,2.964221390654435
95,24,0.0058924625583108275,62.247065972222224,8.057864583333332,3105.0899889642374,392.2818244651482,399.57848873896404,9.805688980806327,1.6359563399036958,288.89025450424384,289.4150098565743,289.10253539874395,299.9145958964394,299.91328847690653,299.8007636236497,300.67383209876544,563.7235369005127,563.3242695864521,548.175035249082,466.785141816607,469.5107068762525,463.0815516377211,458.57787834196006,65.95587933103887,1.4973100520913656
96,50,0.012275963663147557,57.54752499999999,12.808441666666667,2888.141297878224,504.87591263922565,398.63960383454724,9.5670099907802,1.6832087862349365,288.8415553110483,290.86650304110594,294.8238588453059,299.84912935517764,299.89277504019554,306.31783957175924,299.62653530555554,474.1369008069469,486.5365660857361,478.7004904349373,415.02011813474115,424.14094938395846,429.8058848811263,421.52718703207233,64.77549553171897,2.544836117110258
97,24,0.0058924625583108275,55.852916666666665,14.522187500000001,2473.524775948855,493.15883094244646,399.01193381842654,9.713613752218365,1.661517152512203,293.60809643101555,288.8304899982464,294.496581157609,299.798592163097,299.81125195349165,301.7846291570216,299.8172528771219,440.7382633321651,483.5508906271743,452.8266524536528,394.50332494478795,405.14969271103865,421.81969899797576,397.15857674565655,65.14127604166667,2.2273086902700703
98,50,0.012275963663147557,57.11078333333333,13.153366666666669,2008.9478111235971,448.44462196659174,400.0032519821993,9.511296543771453,1.6784070829050162,242.70693871639617,238.8544752388077,243.31107878941418,299.4441907220617,300.2916989439234,255.89588828240738,256.36263726851854,713.754690257822,705.274749317707,727.2140506949245,426.1805439204768,441.7638495904208,458.6995599235574,432.0052045227385,65.22624774128893,2.3179632946887314
99,41,0.010066290203780998,53.45842479674796,17.55677845528455,3480.918732023641,559.8428103087282,400.0790875118634,9.99477738386687,1.7029390832151805,296.621762909327,296.35008677532545,298.80534411545096,299.99745671901536,299.60223128068037,308.5583926377597,308.594352512421,454.5372531786477,470.96239810325795,484.06692505505856,394.57529860048925,391.42966915087356,400.48952069513865,394.2138098909772,64.64169289934095,2.8580593387431423
