feed_blend_cluster_id,controllables_cluster_id,IRON_FEED_PERC_mean_historical_actuals,SILICA_FEED_PERC_mean_historical_actuals,STARCH_FLOW_mean_historical_actuals,AMINA_FLOW_mean_historical_actuals,ORE_PULP_FLOW_mean_historical_actuals,ORE_PULP_PH_mean_historical_actuals,ORE_PULP_DENSITY_mean_historical_actuals,FLOTATION_COLUMN_01_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_02_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_03_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_04_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_05_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_06_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_07_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_01_LEVEL_mean_simulations,FLOTATION_COLUMN_02_LEVEL_mean_simulations,FLOTATION_COLUMN_03_LEVEL_mean_simulations,FLOTATION_COLUMN_04_LEVEL_mean_simulations,FLOTATION_COLUMN_05_LEVEL_mean_simulations,FLOTATION_COLUMN_06_LEVEL_mean_simulations,FLOTATION_COLUMN_07_LEVEL_mean_simulations,IRON_CONCENTRATE_PERC_mean_simulated_predictions,SILICA_CONCENTRATE_PERC_mean_simulated_predictions,IRON_AND_SILICA_CONCENTRATE_PERC_mean_simulated_predictions
0.0,0.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,287.73754210311324,288.534218406489,290.4285106492584,299.86188369533164,299.93919764691765,290.12867015739494,291.51814430727364,503.2741191490407,503.39499592377786,515.6512844627955,469.446646110335,472.7529666752294,476.0356100886048,465.008386886795,65.22998864773653,2.1636248309173163,30.14847477974305
0.0,1.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,228.7662173454835,228.4266790092169,229.35918540242878,299.3716570316468,300.2654861294593,249.745058036279,249.84937141417737,766.1060970535792,761.1853092960871,775.7770161703976,424.6551238499989,443.2373629029023,454.25747336691,435.54545095389705,65.22775509405254,2.597401955875511,25.11269191374198
0.0,2.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,251.42257459845337,251.75228215214952,252.28963306463947,299.6902514196519,300.0169420900418,258.4243518058737,259.7574916017781,618.0943141402663,616.1719004493243,620.1480576306133,416.472268247719,427.5568550337783,443.155329229628,431.18078046729346,65.1658381801078,2.594149099881065,25.120313317031577
0.0,3.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,298.6177701590054,290.31514665834044,299.1411454405695,299.93336684902647,299.67777326800797,313.9434776350689,307.8999334192458,440.5886219523445,469.31541859836307,447.5878387208295,355.5586526249696,356.17380567104976,362.8552318406142,355.75937131388343,64.79643197288975,2.525729104196462,25.654545400467306
0.0,4.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,293.1933123572652,290.1957437852435,293.39463460032033,299.9326903664162,299.70896168424713,312.0399544997201,306.20642622138695,515.92854188683,507.327430458905,550.157384630596,372.7546034426931,371.891878304262,396.226772611652,368.3624068170897,64.76437755062445,2.7129794807449126,23.872048428778335
0.0,5.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,288.72013474247944,275.8580655355497,290.1145139105602,299.88750533668605,299.87475319210625,294.8607189097304,297.1346042316676,599.9894855355477,594.3766102841146,620.3879290752018,498.57975126889636,507.57639515398284,491.2523000151579,488.7332556766486,65.19463564978294,2.024357458935666,32.20510061699277
0.0,6.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,253.00375280911263,252.98543629328594,252.96958729063937,299.93312153487494,299.9275627243815,298.37838204563354,298.3361061351115,460.1110014925139,454.8246801013122,443.6467337159491,353.1739259711387,354.6068636684245,354.56404535156076,352.5720955202601,64.54669481220117,2.9586245572605434,21.816453410353084
0.0,7.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,298.52284647018047,298.1846532199295,298.508477382031,299.9200832745091,299.8547096801599,300.6470162545767,300.30641876032985,419.2967126643599,434.37315891807896,424.4183596805511,411.92688832545025,415.8421556850558,413.5087783448263,411.9335167791531,65.14769679276945,2.099595433670881,31.02869045531635
0.0,8.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,275.1664402488426,275.10441549904687,275.29160973328567,299.786553385084,299.9010421568628,276.1939841503268,277.413816723686,400.7883415602873,406.95370824923555,406.0355524206202,480.68753112915306,481.4948189985022,508.908389990128,507.72061835937495,65.19097908113743,2.3334431700665346,27.937675927748696
0.0,9.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,289.7956382053586,280.69915536719236,291.1981097289052,299.9450120413379,299.72766320977684,286.9524118736051,289.9951089026389,607.8713027488599,399.15089096480443,706.9145879720797,569.9365487658439,575.8607170899597,460.5021601209097,572.6607219326208,65.16031568019373,1.8801830753096471,34.65636752924312
