FEATURES,IMPORTANCE
AMINA_FLOW_mean,100.0
SILICA_FEED_PERC_mean,68.917827943568
IRON_FEED_PERC_mean,42.63060087457536
ORE_PULP_PH_mean,40.89661751120657
ORE_PULP_DENSITY_mean,39.22034014625112
ORE_PULP_FLOW_mean,18.657323352563257
STARCH_FLOW_mean,11.357588257903677
